 Branch:,           1 , # of structures:,           1 , outlet temperatures
      JDAY,      T(C),   Q(m3/s),    ELEVCL,
  126.8924,      9.92,      0.40,    327.66,
  126.9344,      9.92,      0.40,    327.66,
  126.9759,      9.92,      0.40,    327.66,
  127.0181,      9.92,      0.40,    327.66,
  127.0594,      9.92,      0.40,    327.66,
  127.1008,      9.92,      0.40,    327.66,
  127.1431,      9.92,      0.40,    327.66,
  127.1844,      9.92,      0.40,    327.66,
  127.2262,      9.92,      0.40,    327.66,
  127.2681,      9.92,      0.40,    327.66,
  127.3094,      9.92,      0.40,    327.66,
  127.3511,      9.92,      0.40,    327.66,
  127.3931,      9.92,      0.40,    327.66,
  127.4351,      9.92,      0.40,    327.66,
  127.4763,      9.92,      0.40,    327.66,
  127.5181,      9.92,      0.40,    327.66,
  127.5601,      9.92,      0.40,    327.66,
  127.6017,      9.92,      0.40,    327.66,
  127.6431,      9.92,      0.40,    327.66,
  127.6851,      9.92,      0.40,    327.66,
  127.7269,      9.92,      0.40,    327.66,
  127.7681,      9.92,      0.40,    327.66,
  127.8101,      9.93,      0.40,    327.66,
  127.8516,      9.93,      0.40,    327.66,
  127.8938,      9.93,      0.40,    327.66,
  127.9351,      9.93,      0.40,    327.66,
  127.9767,      9.93,      0.40,    327.66,
  128.0188,      9.93,      0.40,    327.66,
  128.0601,      9.93,      0.40,    327.66,
  128.1019,      9.93,      0.40,    327.66,
  128.1438,      9.93,      0.40,    327.66,
  128.1851,      9.93,      0.40,    327.66,
  128.2273,      9.93,      0.40,    327.66,
  128.2688,      9.93,      0.40,    327.66,
  128.3108,      9.93,      0.40,    327.66,
  128.3521,      9.93,      0.40,    327.66,
  128.3938,      9.93,      0.40,    327.66,
  128.4358,      9.93,      0.40,    327.66,
  128.4770,      9.93,      0.40,    327.66,
  128.5188,      9.93,      0.40,    327.66,
  128.5608,      9.93,      0.40,    327.66,
  128.6020,      9.93,      0.40,    327.66,
  128.6438,      9.93,      0.40,    327.66,
  128.6858,      9.93,      0.40,    327.66,
  128.7271,      9.93,      0.40,    327.66,
  128.7695,      9.93,      0.40,    327.66,
  128.8108,      9.93,      0.40,    327.66,
  128.8526,      9.93,      0.40,    327.66,
  128.8945,      9.93,      0.40,    327.66,
  128.9358,      9.93,      0.40,    327.66,
  128.9778,      9.93,      0.40,    327.66,
  129.0195,      9.93,      0.40,    327.66,
  129.0608,      9.93,      0.40,    327.66,
  129.1027,      9.93,      0.40,    327.66,
  129.1445,      9.93,      0.40,    327.66,
  129.1865,      9.93,      0.40,    327.66,
  129.2275,      9.93,      0.40,    327.66,
  129.2695,      9.93,      0.40,    327.66,
  129.3115,      9.93,      0.40,    327.66,
  129.3531,      9.93,      0.40,    327.66,
  129.3945,      9.93,      0.40,    327.66,
  129.4365,      9.93,      0.40,    327.66,
  129.4778,      9.94,      0.40,    327.66,
  129.5195,      9.94,      0.40,    327.66,
  129.5615,      9.94,      0.40,    327.66,
  129.6030,      9.94,      0.40,    327.66,
  129.6452,      9.94,      0.40,    327.66,
  129.6865,      9.94,      0.40,    327.66,
  129.7280,      9.94,      0.40,    327.66,
  129.7702,      9.94,      0.40,    327.66,
  129.8115,      9.94,      0.40,    327.66,
  129.8530,      9.94,      0.40,    327.66,
  129.8952,      9.94,      0.40,    327.66,
  129.9365,      9.94,      0.40,    327.66,
  129.9781,      9.94,      0.40,    327.66,
  130.0202,      9.94,      0.40,    327.66,
  130.0622,      9.94,      0.40,    327.66,
  130.1037,      9.94,      0.40,    327.66,
  130.1452,      9.94,      0.40,    327.66,
  130.1872,      9.94,      0.40,    327.66,
  130.2288,      9.94,      0.40,    327.66,
  130.2702,      9.94,      0.40,    327.66,
  130.3122,      9.94,      0.40,    327.66,
  130.3536,      9.94,      0.40,    327.66,
  130.3952,      9.94,      0.40,    327.66,
  130.4372,      9.94,      0.40,    327.66,
  130.4788,      9.94,      0.40,    327.66,
  130.5208,      9.94,      0.40,    327.66,
  130.5622,      9.94,      0.40,    327.66,
  130.6037,      9.94,      0.40,    327.66,
  130.6458,      9.94,      0.40,    327.66,
  130.6872,      9.94,      0.40,    327.66,
  130.7291,      9.94,      0.40,    327.66,
  130.7708,      9.94,      0.40,    327.66,
  130.8122,      9.94,      0.40,    327.66,
  130.8540,      9.94,      0.40,    327.66,
  130.8958,      9.94,      0.40,    327.66,
  130.9378,      9.94,      0.40,    327.66,
  130.9791,      9.94,      0.40,    327.66,
  131.0208,      9.95,      0.40,    327.66,
  131.0628,      9.95,      0.40,    327.66,
  131.1042,      9.95,      0.40,    327.66,
  131.1458,      9.95,      0.40,    327.66,
  131.1878,      9.95,      0.40,    327.66,
  131.2295,      9.95,      0.40,    327.66,
  131.2708,      9.95,      0.40,    327.66,
  131.3128,      9.95,      0.40,    327.66,
  131.3545,      9.94,      0.40,    327.66,
  131.3965,      9.94,      0.40,    327.66,
  131.4378,      9.94,      0.40,    327.66,
  131.4795,      9.94,      0.40,    327.66,
  131.5215,      9.94,      0.40,    327.66,
  131.5628,      9.95,      0.40,    327.66,
  131.6045,      9.95,      0.40,    327.66,
  131.6465,      9.94,      0.40,    327.66,
  131.6878,      9.94,      0.40,    327.66,
  131.7302,      9.94,      0.40,    327.66,
  131.7715,      9.94,      0.40,    327.66,
  131.8135,      9.95,      0.40,    327.66,
  131.8551,      9.95,      0.40,    327.66,
  131.8965,      9.95,      0.40,    327.66,
  131.9385,      9.95,      0.40,    327.66,
  131.9800,      9.95,      0.40,    327.66,
  132.0215,      9.95,      0.40,    327.66,
  132.0635,      9.95,      0.40,    327.66,
  132.1050,      9.95,      0.40,    327.66,
  132.1465,      9.95,      0.40,    327.66,
  132.1885,      9.95,      0.40,    327.66,
  132.2304,      9.95,      0.40,    327.66,
  132.2722,      9.95,      0.40,    327.66,
  132.3135,      9.95,      0.40,    327.66,
  132.3550,      9.96,      0.40,    327.66,
  132.3972,      9.96,      0.40,    327.66,
  132.4385,      9.95,      0.40,    327.66,
  132.4808,      9.95,      0.40,    327.66,
  132.5222,      9.95,      0.40,    327.66,
  132.5635,      9.95,      0.40,    327.66,
  132.6057,      9.95,      0.40,    327.66,
  132.6472,      9.95,      0.40,    327.66,
  132.6892,      9.95,      0.40,    327.66,
  132.7304,      9.95,      0.40,    327.66,
  132.7722,      9.95,      0.40,    327.66,
  132.8142,      9.95,      0.40,    327.66,
  132.8558,      9.95,      0.40,    327.66,
  132.8972,      9.95,      0.40,    327.66,
  132.9392,      9.95,      0.40,    327.66,
  132.9807,      9.95,      0.40,    327.66,
  133.0222,      9.95,      0.40,    327.66,
  133.0642,      9.95,      0.40,    327.66,
  133.1057,      9.95,      0.40,    327.66,
  133.1479,      9.95,      0.40,    327.66,
  133.1892,      9.95,      0.40,    327.66,
  133.2307,      9.95,      0.40,    327.66,
  133.2729,      9.96,      0.40,    327.66,
  133.3142,      9.96,      0.40,    327.66,
  133.3559,      9.96,      0.40,    327.66,
  133.3979,      9.96,      0.40,    327.66,
  133.4392,      9.96,      0.40,    327.66,
  133.4816,      9.96,      0.40,    327.66,
  133.5229,      9.96,      0.40,    327.66,
  133.5649,      9.96,      0.40,    327.66,
  133.6066,      9.96,      0.40,    327.66,
  133.6479,      9.96,      0.40,    327.66,
  133.6899,      9.97,      0.40,    327.66,
  133.7313,      9.97,      0.40,    327.66,
  133.7729,      9.97,      0.40,    327.66,
  133.8149,      9.96,      0.40,    327.66,
  133.8569,      9.96,      0.40,    327.66,
  133.8979,      9.96,      0.40,    327.66,
  133.9399,      9.96,      0.40,    327.66,
  133.9817,      9.96,      0.40,    327.66,
  134.0236,      9.96,      0.40,    327.66,
  134.0649,      9.96,      0.40,    327.66,
  134.1065,      9.96,      0.40,    327.66,
  134.1486,      9.96,      0.40,    327.66,
  134.1899,      9.96,      0.40,    327.66,
  134.2316,      9.96,      0.40,    327.66,
  134.2736,      9.96,      0.40,    327.66,
  134.3149,      9.96,      0.40,    327.66,
  134.3570,      9.96,      0.40,    327.66,
  134.3986,      9.96,      0.40,    327.66,
  134.4406,      9.97,      0.40,    327.66,
  134.4823,      9.97,      0.40,    327.66,
  134.5236,      9.97,      0.40,    327.66,
  134.5656,      9.97,      0.40,    327.66,
  134.6074,      9.97,      0.40,    327.66,
  134.6486,      9.97,      0.40,    327.66,
  134.6906,      9.97,      0.40,    327.66,
  134.7324,      9.97,      0.40,    327.66,
  134.7736,      9.97,      0.40,    327.66,
  134.8156,      9.97,      0.40,    327.66,
  134.8575,      9.97,      0.40,    327.66,
  134.8993,      9.97,      0.40,    327.66,
  134.9406,      9.97,      0.40,    327.66,
  134.9823,      9.97,      0.40,    327.66,
  135.0243,      9.97,      0.40,    327.66,
  135.0656,      9.97,      0.40,    327.66,
  135.1078,      9.97,      0.40,    327.66,
  135.1493,      9.97,      0.40,    327.66,
  135.1906,      9.97,      0.40,    327.66,
  135.2324,      9.97,      0.40,    327.66,
  135.2743,      9.97,      0.40,    327.66,
  135.3163,      9.97,      0.40,    327.66,
  135.3578,      9.97,      0.40,    327.66,
  135.3993,      9.97,      0.40,    327.66,
  135.4413,      9.97,      0.40,    327.66,
  135.4829,      9.97,      0.40,    327.66,
  135.5243,      9.97,      0.40,    327.66,
  135.5663,      9.97,      0.40,    327.66,
  135.6077,      9.97,      0.40,    327.66,
  135.6493,      9.97,      0.40,    327.66,
  135.6913,      9.97,      0.40,    327.66,
  135.7330,      9.97,      0.40,    327.66,
  135.7750,      9.98,      0.40,    327.66,
  135.8163,      9.98,      0.40,    327.66,
  135.8580,      9.98,      0.40,    327.66,
  135.9000,      9.98,      0.40,    327.66,
  135.9413,      9.98,      0.40,    327.66,
  135.9829,      9.98,      0.40,    327.66,
  136.0250,      9.98,      0.40,    327.66,
  136.0663,      9.98,      0.40,    327.66,
  136.1087,      9.98,      0.40,    327.66,
  136.1500,      9.98,      0.40,    327.66,
  136.1920,      9.98,      0.40,    327.66,
  136.2335,      9.98,      0.40,    327.66,
  136.2750,      9.98,      0.40,    327.66,
  136.3170,      9.98,      0.40,    327.66,
  136.3584,      9.98,      0.40,    327.66,
  136.4000,      9.98,      0.40,    327.66,
  136.4420,      9.98,      0.40,    327.66,
  136.4835,      9.98,      0.40,    327.66,
  136.5250,      9.98,      0.40,    327.66,
  136.5670,      9.98,      0.40,    327.66,
  136.6090,      9.98,      0.40,    327.66,
  136.6507,      9.98,      0.40,    327.66,
  136.6920,      9.98,      0.40,    327.66,
  136.7336,      9.98,      0.40,    327.66,
  136.7757,      9.98,      0.40,    327.66,
  136.8170,      9.98,      0.40,    327.66,
  136.8587,      9.98,      0.40,    327.66,
  136.9007,      9.98,      0.40,    327.66,
  136.9420,      9.98,      0.40,    327.66,
  136.9842,      9.98,      0.40,    327.66,
  137.0257,      9.98,      0.40,    327.66,
  137.0677,      9.98,      0.40,    327.66,
  137.1090,      9.98,      0.40,    327.66,
  137.1507,      9.98,      0.40,    327.66,
  137.1927,      9.98,      0.40,    327.66,
  137.2342,      9.98,      0.40,    327.66,
  137.2757,      9.98,      0.40,    327.66,
  137.3177,      9.98,      0.40,    327.66,
  137.3596,      9.98,      0.40,    327.66,
  137.4007,      9.98,      0.40,    327.66,
  137.4427,      9.98,      0.40,    327.66,
  137.4844,      9.98,      0.40,    327.66,
  137.5264,      9.98,      0.40,    327.66,
  137.5677,      9.98,      0.40,    327.66,
  137.6094,      9.98,      0.40,    327.66,
  137.6514,      9.98,      0.40,    327.66,
  137.6927,      9.98,      0.40,    327.66,
  137.7346,      9.98,      0.40,    327.66,
  137.7764,      9.98,      0.40,    327.66,
  137.8177,      9.98,      0.40,    327.66,
  137.8595,      9.98,      0.40,    327.66,
  137.9014,      9.98,      0.40,    327.66,
  137.9434,      9.98,      0.40,    327.66,
  137.9851,      9.98,      0.40,    327.66,
  138.0264,      9.99,      0.40,    327.66,
  138.0684,      9.99,      0.40,    327.66,
  138.1103,      9.99,      0.40,    327.66,
  138.1514,      9.99,      0.40,    327.66,
  138.1934,      9.99,      0.40,    327.66,
  138.2347,      9.99,      0.40,    327.66,
  138.2771,      9.99,      0.40,    327.66,
  138.3184,      9.99,      0.40,    327.66,
  138.3601,      9.99,      0.40,    327.66,
  138.4021,      9.99,      0.40,    327.66,
  138.4434,      9.99,      0.40,    327.66,
  138.4851,      9.99,      0.40,    327.66,
  138.5271,      9.99,      0.40,    327.66,
  138.5684,      9.99,      0.40,    327.66,
  138.6101,      9.99,      0.40,    327.66,
  138.6521,      9.99,      0.40,    327.66,
  138.6934,      9.99,      0.40,    327.66,
  138.7357,      9.99,      0.40,    327.66,
  138.7771,      9.99,      0.40,    327.66,
  138.8191,      9.99,      0.40,    327.66,
  138.8604,      9.99,      0.40,    327.66,
  138.9021,      9.99,      0.40,    327.66,
  138.9441,      9.99,      0.40,    327.66,
  138.9858,      9.99,      0.40,    327.66,
  139.0271,      9.99,      0.40,    327.66,
  139.0691,      9.99,      0.40,    327.66,
  139.1108,      9.99,      0.40,    327.66,
  139.1528,      9.99,      0.40,    327.66,
  139.1941,     10.00,      0.40,    327.66,
  139.2360,     10.00,      0.40,    327.66,
  139.2778,     10.00,      0.40,    327.66,
  139.3191,     10.00,      0.40,    327.66,
  139.3609,     10.00,      0.40,    327.66,
  139.4028,     10.00,      0.40,    327.66,
  139.4441,     10.00,      0.40,    327.66,
  139.4863,     10.00,      0.40,    327.66,
  139.5278,     10.00,      0.40,    327.66,
  139.5698,     10.00,      0.40,    327.66,
  139.6110,     10.00,      0.40,    327.66,
  139.6528,     10.00,      0.40,    327.66,
  139.6948,     10.00,      0.40,    327.66,
  139.7359,     10.00,      0.40,    327.66,
  139.7778,     10.00,      0.40,    327.66,
  139.8198,     10.00,      0.40,    327.66,
  139.8614,      9.99,      0.40,    327.66,
  139.9028,      9.99,      0.40,    327.66,
  139.9448,      9.99,      0.40,    327.66,
  139.9864,      9.99,      0.40,    327.66,
  140.0285,     10.00,      0.40,    327.66,
  140.0698,     10.00,      0.40,    327.66,
  140.1115,     10.00,      0.40,    327.66,
  140.1535,     10.00,      0.40,    327.66,
  140.1948,     10.00,      0.40,    327.66,
  140.2363,     10.00,      0.40,    327.66,
  140.2785,     10.00,      0.40,    327.66,
  140.3198,     10.00,      0.40,    327.66,
  140.3614,     10.01,      0.40,    327.66,
  140.4035,     10.01,      0.42,    327.66,
  140.4455,     10.01,      3.80,    327.66,
  140.4867,     10.01,      0.78,    327.66,
  140.5285,     10.01,      0.40,    327.66,
  140.5705,     10.01,      0.40,    327.66,
  140.6116,     10.01,      0.40,    327.66,
  140.6535,     10.01,      0.40,    327.66,
  140.6955,     10.01,      0.40,    327.66,
  140.7372,     10.01,      0.40,    327.66,
  140.7785,     10.01,      0.40,    327.66,
  140.8205,     10.01,      0.40,    327.66,
  140.8619,     10.01,      0.40,    327.66,
  140.9042,     10.01,      0.40,    327.66,
  140.9455,     10.01,      0.40,    327.66,
  140.9869,     10.01,      0.40,    327.66,
  141.0292,     10.01,      0.40,    327.66,
  141.0705,     10.01,      0.40,    327.66,
  141.1120,     10.01,      0.40,    327.66,
  141.1542,     10.01,      0.40,    327.66,
  141.1955,     10.01,      0.40,    327.66,
  141.2373,     10.01,      0.40,    327.66,
  141.2792,     10.01,      0.40,    327.66,
  141.3212,     10.01,      0.40,    327.66,
  141.3624,     10.01,      0.40,    327.66,
  141.4042,     10.01,      0.40,    327.66,
  141.4462,     10.01,      0.40,    327.66,
  141.4879,     10.01,      0.40,    327.66,
  141.5292,     10.01,      0.40,    327.66,
  141.5712,     10.01,      0.40,    327.66,
  141.6130,     10.01,      0.40,    327.66,
  141.6542,     10.01,      0.40,    327.66,
  141.6962,     10.01,      0.40,    327.66,
  141.7382,     10.01,      0.40,    327.66,
  141.7795,     10.01,      0.40,    327.66,
  141.8215,     10.01,      0.40,    327.66,
  141.8629,     10.01,      0.40,    327.66,
  141.9049,     10.01,      0.40,    327.66,
  141.9462,     10.01,      0.40,    327.66,
  141.9878,     10.01,      0.40,    327.66,
  142.0299,     10.01,      0.40,    327.66,
  142.0712,     10.01,      0.40,    327.66,
  142.1131,     10.01,      0.40,    327.66,
  142.1549,     10.01,      0.40,    327.66,
