 Branch:,           3 , # of structures:,           3 , outlet temperatures
      JDAY,      T(C),      T(C),      T(C),   Q(m3/s),   Q(m3/s),   Q(m3/s),    ELEVCL,    ELEVCL,    ELEVCL,
  148.5767,    -99.00,     10.37,    -99.00,      0.00,      9.19,      0.00,    301.90,    340.05,    368.81,
  148.6182,    -99.00,     10.35,    -99.00,      0.00,      9.18,      0.00,    301.90,    340.05,    368.81,
  148.6597,    -99.00,     10.36,    -99.00,      0.00,      9.21,      0.00,    301.90,    340.05,    368.81,
  148.7017,    -99.00,     10.38,    -99.00,      0.00,      9.19,      0.00,    301.90,    340.05,    368.81,
  148.7434,    -99.00,     10.36,    -99.00,      0.00,      9.19,      0.00,    301.90,    340.05,    368.81,
  148.7854,    -99.00,     10.35,    -99.00,      0.00,      9.18,      0.00,    301.90,    340.05,    368.81,
  148.8267,    -99.00,     10.35,    -99.00,      0.00,      9.15,      0.00,    301.90,    340.05,    368.81,
  148.8684,    -99.00,     10.35,    -99.00,      0.00,      8.79,      0.00,    301.90,    340.05,    368.81,
  148.9104,    -99.00,     10.35,    -99.00,      0.00,      8.37,      0.00,    301.90,    340.05,    368.81,
  148.9517,    -99.00,     10.36,    -99.00,      0.00,      7.91,      0.00,    301.90,    340.05,    368.81,
  148.9934,    -99.00,     10.34,    -99.00,      0.00,      7.52,      0.00,    301.90,    340.05,    368.81,
  149.0354,    -99.00,     10.35,    -99.00,      0.00,      7.51,      0.00,    301.90,    340.05,    368.81,
  149.0767,    -99.00,     10.35,    -99.00,      0.00,      7.50,      0.00,    301.90,    340.05,    368.81,
  149.1189,    -99.00,     10.36,    -99.00,      0.00,      7.50,      0.00,    301.90,    340.05,    368.81,
  149.1604,    -99.00,     10.36,    -99.00,      0.00,      7.49,      0.00,    301.90,    340.05,    368.81,
  149.2024,    -99.00,     10.35,    -99.00,      0.00,      7.50,      0.00,    301.90,    340.05,    368.81,
  149.2439,    -99.00,     10.35,    -99.00,      0.00,      7.50,      0.00,    301.90,    340.05,    368.81,
  149.2854,    -99.00,     10.34,    -99.00,      0.00,      7.51,      0.00,    301.90,    340.05,    368.81,
  149.3274,    -99.00,     10.36,    -99.00,      0.00,      7.51,      0.00,    301.90,    340.05,    368.81,
  149.3688,    -99.00,     10.36,    -99.00,      0.00,      7.51,      0.00,    301.90,    340.05,    368.81,
  149.4104,    -99.00,     10.34,    -99.00,      0.00,      7.51,      0.00,    301.90,    340.05,    368.81,
  149.4524,    -99.00,     10.33,    -99.00,      0.00,      7.51,      0.00,    301.90,    340.05,    368.81,
  149.4939,    -99.00,     10.34,    -99.00,      0.00,      7.50,      0.00,    301.90,    340.05,    368.81,
  149.5354,    -99.00,     10.33,    -99.00,      0.00,      7.50,      0.00,    301.90,    340.05,    368.81,
  149.5774,    -99.00,     10.33,    -99.00,      0.00,      7.50,      0.00,    301.90,    340.05,    368.81,
  149.6193,    -99.00,     10.34,    -99.00,      0.00,      7.50,      0.00,    301.90,    340.05,    368.81,
  149.6611,    -99.00,     10.34,    -99.00,      0.00,      7.50,      0.00,    301.90,    340.05,    368.81,
  149.7024,    -99.00,     10.33,    -99.00,      0.00,      7.50,      0.00,    301.90,    340.05,    368.81,
  149.7445,    -99.00,     10.34,    -99.00,      0.00,      7.50,      0.00,    301.90,    340.05,    368.81,
  149.7861,    -99.00,     10.34,    -99.00,      0.00,      7.50,      0.00,    301.90,    340.05,    368.81,
  149.8274,    -99.00,     10.34,    -99.00,      0.00,      7.50,      0.00,    301.90,    340.05,    368.81,
  149.8694,    -99.00,     10.31,    -99.00,      0.00,      7.10,      0.00,    301.90,    340.05,    368.81,
  149.9111,    -99.00,     10.32,    -99.00,      0.00,      6.56,      0.00,    301.90,    340.05,    368.81,
  149.9527,    -99.00,     10.33,    -99.00,      0.00,      6.24,      0.00,    301.90,    340.05,    368.81,
  149.9941,    -99.00,     10.34,    -99.00,      0.00,      5.82,      0.00,    301.90,    340.05,    368.81,
  150.0361,    -99.00,     10.35,    -99.00,      0.00,      5.67,      0.00,    301.90,    340.05,    368.81,
  150.0781,    -99.00,     10.33,    -99.00,      0.00,      5.15,      0.00,    301.90,    340.05,    368.81,
  150.1198,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  150.1611,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  150.2031,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  150.2448,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  150.2861,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  150.3281,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  150.3698,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  150.4111,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  150.4531,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  150.4948,    -99.00,     10.34,    -99.00,      0.00,      4.91,      0.00,    301.90,    340.05,    368.81,
  150.5368,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  150.5781,    -99.00,     10.34,    -99.00,      0.00,      4.94,      0.00,    301.90,    340.05,    368.81,
  150.6198,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  150.6618,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  150.7031,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  150.7447,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  150.7864,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  150.8281,    -99.00,     10.32,    -99.00,      0.00,      4.91,      0.00,    301.90,    340.05,    368.81,
  150.8698,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  150.9118,    -99.00,     10.31,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  150.9538,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  150.9955,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.0368,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.0788,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.1205,    -99.00,     10.34,    -99.00,      0.00,      4.94,      0.00,    301.90,    340.05,    368.81,
  151.1618,    -99.00,     10.34,    -99.00,      0.00,      4.91,      0.00,    301.90,    340.05,    368.81,
  151.2038,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.2455,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.2868,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.3288,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.3705,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.4125,    -99.00,     10.31,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.4538,    -99.00,     10.31,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.4955,    -99.00,     10.31,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.5375,    -99.00,     10.31,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.5788,    -99.00,     10.31,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.6205,    -99.00,     10.30,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.6625,    -99.00,     10.30,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.7038,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.7457,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.7875,    -99.00,     10.30,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.8293,    -99.00,     10.30,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.8707,    -99.00,     10.31,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.9123,    -99.00,     10.31,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.9545,    -99.00,     10.31,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  151.9962,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.0375,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.0795,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.1212,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.1625,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.2045,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.2462,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.2882,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.3295,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.3712,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.4132,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.4545,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.4962,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.5382,    -99.00,     10.35,    -99.00,      0.00,      4.91,      0.00,    301.90,    340.05,    368.81,
  152.5795,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.6212,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.6632,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.7052,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.7464,    -99.00,     10.33,    -99.00,      0.00,      4.94,      0.00,    301.90,    340.05,    368.81,
  152.7882,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.8302,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.8717,    -99.00,     10.32,    -99.00,      0.00,      4.92,      0.00,    301.90,    340.05,    368.81,
  152.9132,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.9552,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  152.9972,    -99.00,     10.35,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.0389,    -99.00,     10.35,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.0802,    -99.00,     10.35,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.1222,    -99.00,     10.35,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.1634,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.2052,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.2472,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.2886,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.3302,    -99.00,     10.35,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.3718,    -99.00,     10.35,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.4139,    -99.00,     10.35,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.4552,    -99.00,     10.35,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.4969,    -99.00,     10.35,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.5389,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.5809,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.6224,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.6638,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.7056,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.7476,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.7891,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.8306,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.8723,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.9139,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.9559,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  153.9976,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  154.0396,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  154.0809,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  154.1226,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  154.1646,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  154.2059,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  154.2476,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  154.2896,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  154.3309,    -99.00,     10.32,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  154.3733,    -99.00,     10.33,    -99.00,      0.00,      4.91,      0.00,    301.90,    340.05,    368.81,
  154.4146,    -99.00,     10.33,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  154.4566,    -99.00,     10.34,    -99.00,      0.00,      4.94,      0.00,    301.90,    340.05,    368.81,
  154.4983,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  154.5396,    -99.00,     10.35,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  154.5816,    -99.00,     10.35,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  154.6232,    -99.00,     10.35,    -99.00,      0.00,      4.91,      0.00,    301.90,    340.05,    368.81,
  154.6646,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  154.7065,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
  154.7482,    -99.00,     10.34,    -99.00,      0.00,      4.93,      0.00,    301.90,    340.05,    368.81,
